"epoch","resnext50-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step","resnext50-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step__MIN","resnext50-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step__MAX","resnext50-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train","resnext50-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train__MIN","resnext50-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train__MAX","densenet121-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step","densenet121-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step__MIN","densenet121-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step__MAX","densenet121-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train","densenet121-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train__MIN","densenet121-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train__MAX","resnet18-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step","resnet18-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step__MIN","resnet18-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step__MAX","resnet18-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train","resnet18-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train__MIN","resnet18-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train__MAX","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX"
"92","461.5","460","463","0.636044517159462","0.5877529978752136","0.6550540328025818","461.5","460","463","0.5624727755784988","0.5338541865348816","0.5995984077453613","461.5","460","463","0.6436977088451385","0.5778100490570068","0.6876488327980042","276.5","276","277","0.8327529728412628","0.8069149255752563","0.8585910201072693","276.5","276","277","0.8576526045799255","0.8350515365600586","0.8802536725997925","276.5","276","277","0.8305458128452301","0.8182970881462097","0.8427945375442505"
"93","466.5","465","468","0.6771411895751953","0.637991726398468","0.7145962715148926","466.5","465","468","0.5759362280368805","0.5033131837844849","0.6412551403045654","466.5","465","468","0.6632256507873535","0.5729540586471558","0.6991397738456726","279.5","279","280","0.8387784063816071","0.837732195854187","0.8398246169090271","279.5","279","280","0.8738791942596436","0.8737232685089111","0.874035120010376","279.5","279","280","0.8554690182209015","0.8449805974960327","0.8659574389457703"
"94","471.5","470","473","0.6638837903738022","0.6141025424003601","0.6951476335525513","471.5","470","473","0.591395303606987","0.5561507940292358","0.6389240622520447","471.5","470","473","0.6557410806417465","0.6194444894790649","0.6896226406097412","282.5","282","283","0.7668661773204803","0.7410470843315125","0.7926852703094482","282.5","282","283","0.8179645538330078","0.8177711963653564","0.8181579113006592","282.5","282","283","0.8121366202831268","0.8002631664276123","0.8240100741386414"
"95","476.5","475","478","0.6830091625452042","0.637851357460022","0.7123141884803772","476.5","475","478","0.5860870182514191","0.552642285823822","0.6243433952331543","476.5","475","478","0.6837204098701477","0.6366255283355713","0.7311403751373291","285.5","285","286","0.8356751799583435","0.8031661510467529","0.8681842088699341","285.5","285","286","0.8468104600906372","0.8287719488143921","0.8648489713668823","285.5","285","286","0.8462749719619751","0.8441628217697144","0.8483871221542358"
"96","481.5","480","483","0.6871199905872345","0.6635315418243408","0.7163522243499756","481.5","480","483","0.5842242240905762","0.5284289121627808","0.6414141058921814","481.5","480","483","0.6763110607862473","0.6548958420753479","0.6961039304733276","288.5","288","289","0.8140850067138672","0.791847825050354","0.8363221883773804","288.5","288","289","0.8615942001342773","0.8356884121894836","0.887499988079071","288.5","288","289","0.8156557977199554","0.8075268864631653","0.8237847089767456"
"97","486.5","485","488","0.6683188229799271","0.5977182388305664","0.698387086391449","486.5","485","488","0.5936465561389923","0.540918231010437","0.6437106728553772","486.5","485","488","0.6738956570625305","0.6455696225166321","0.7111110687255859","291.5","291","292","0.8307076096534729","0.7961519956588745","0.8652632236480713","291.5","291","292","0.8546616733074188","0.8359106183052063","0.8734127283096313","291.5","291","292","0.869788259267807","0.8427343368530273","0.8968421816825867"
"98","491.5","490","493","0.6630010902881622","0.5801440477371216","0.730876088142395","491.5","490","493","0.5891072750091553","0.529321014881134","0.630021333694458","491.5","490","493","0.6812733113765717","0.6222929954528809","0.743708610534668","294.5","294","295","0.8507286012172699","0.8169959187507629","0.8844612836837769","294.5","294","295","0.8924098014831543","0.8511278629302979","0.9336917400360107","294.5","294","295","0.8863255083560944","0.870548665523529","0.9021023511886597"
"99","496.5","495","498","0.680927038192749","0.621515154838562","0.744880199432373","496.5","495","498","0.6022258698940277","0.5718181729316711","0.6303125023841858","496.5","495","498","0.6834631413221359","0.6735173463821411","0.7020562887191772","297.5","297","298","0.8536907732486725","0.8225694894790649","0.88481205701828","297.5","297","298","0.8718325197696686","0.8442106246948242","0.8994544148445129","297.5","297","298","0.8561452031135559","0.8544672727584839","0.8578231334686279"
"100","501.5","500","503","0.6806260049343109","0.6036809682846069","0.7132716178894043","501.5","500","503","0.5846560448408127","0.5621485710144043","0.6171875","501.5","500","503","0.6782727986574173","0.631573498249054","0.7225309014320374","300.5","300","301","0.8504344820976257","0.8306934833526611","0.8701754808425903","300.5","300","301","0.8877973556518555","0.8873100280761719","0.8882846832275391","300.5","300","301","0.8883966505527496","0.8753749132156372","0.9014183878898621"
"101","506.5","505","508","0.718228280544281","0.6775315999984741","0.7544989585876465","506.5","505","508","0.5745961219072342","0.5162500143051147","0.6272256970405579","506.5","505","508","0.7025958895683289","0.6340670585632324","0.747560977935791","303.5","303","304","0.8628920018672943","0.860971987247467","0.8648120164871216","303.5","303","304","0.8946341872215271","0.880721926689148","0.9085464477539062","303.5","303","304","0.8470301032066345","0.8314787149429321","0.8625814914703369"
"102","511.5","510","513","0.7282704859972","0.705345869064331","0.7388527989387512","511.5","510","513","0.6072743535041809","0.5523391962051392","0.6516878008842468","511.5","510","513","0.6901579648256302","0.6428874731063843","0.7170995473861694","306.5","306","307","0.8445075452327728","0.8395585417747498","0.8494565486907959","306.5","306","307","0.8861953914165497","0.877518892288208","0.8948718905448914","306.5","306","307","0.8713427782058716","0.8668458461761475","0.8758397102355957"
"103","516.5","515","518","0.6703817695379257","0.6108649969100952","0.7012499570846558","516.5","515","518","0.5806939750909805","0.501717209815979","0.6330302953720093","516.5","515","518","0.6768234223127365","0.6315171122550964","0.728205144405365","309.5","309","310","0.8664411902427673","0.8423559665679932","0.8905264139175415","309.5","309","310","0.8692140281200409","0.8351823687553406","0.9032456874847412","309.5","309","310","0.8410325050354004","0.8361683487892151","0.8458966612815857"
"104","521.5","520","523","0.7495256960391998","0.7116869688034058","0.8036324977874756","521.5","520","523","0.609953448176384","0.5685654282569885","0.6551687717437744","521.5","520","523","0.7050871849060059","0.6830168962478638","0.7166666984558105","312.5","312","313","0.8814411759376526","0.8725314140319824","0.8903509378433228","312.5","312","313","0.9003770351409912","0.8957895040512085","0.9049645662307739","312.5","312","313","0.8950793147087097","0.8805841207504272","0.9095745086669922"
"105","526.5","525","528","0.7052824646234512","0.6563596725463867","0.8033332824707031","526.5","525","528","0.6036937832832336","0.57962965965271","0.6270706653594971","526.5","525","528","0.7123968750238419","0.6759834289550781","0.7760770916938782","315.5","315","316","0.8759216666221619","0.8493343591690063","0.9025089740753174","315.5","315","316","0.9283154010772705","0.9283154010772705","0.9283154010772705","315.5","315","316","0.8703507781028748","0.8618794679641724","0.8788220882415771"
"106","531.5","530","533","0.7565053403377533","0.6944079399108887","0.8107594847679138","531.5","530","533","0.6120237410068512","0.5669772624969482","0.6655555367469788","531.5","530","533","0.72377710044384","0.6876041889190674","0.774367094039917","318.5","318","319","0.8559922277927399","0.8517917990684509","0.8601926565170288","318.5","318","319","0.8694645762443542","0.8248188495635986","0.9141103029251099","318.5","318","319","0.8694563508033752","0.8388315439224243","0.9000811576843262"
"107","536.5","535","538","0.7351199835538864","0.7061181664466858","0.7890350818634033","536.5","535","538","0.6231191456317902","0.566696286201477","0.664197564125061","536.5","535","538","0.7578471899032593","0.7316371202468872","0.7941240072250366","321.5","321","322","0.8565592765808105","0.796477198600769","0.916641354560852","321.5","321","322","0.9084384441375732","0.8835688829421997","0.9333080053329468","321.5","321","322","0.896752804517746","0.857944905757904","0.9355607032775879"
"108","541.5","540","543","0.7524881958961487","0.7098485231399536","0.7923159599304199","541.5","540","543","0.6214509159326553","0.5750980973243713","0.6548484563827515","541.5","540","543","0.7546623051166534","0.7071875333786011","0.7991397380828857","324.5","324","325","0.8488596975803375","0.8154386281967163","0.8822807669639587","324.5","324","325","0.9007923007011414","0.883865237236023","0.9177193641662598","324.5","324","325","0.847858190536499","0.823437511920929","0.8722788691520691"
"109","546.5","545","548","0.7466831803321838","0.7164473533630371","0.8026316165924072","546.5","545","548","0.6340474933385849","0.5928714871406555","0.709433913230896","546.5","545","548","0.7105441838502884","0.6664633750915527","0.7510684132575989","327.5","327","328","0.8787634074687958","0.8489246964454651","0.9086021184921265","327.5","327","328","0.8823864459991455","0.8539931178092957","0.9107797741889954","327.5","327","328","0.8927702307701111","0.8604609966278076","0.9250794649124146"
"110","551.5","550","553","0.7766785174608231","0.7491507530212402","0.7903628349304199","551.5","550","553","0.6196356415748596","0.5694105625152588","0.6522875428199768","551.5","550","553","0.7550412714481354","0.7055555582046509","0.8011037707328796","330.5","330","331","0.881806492805481","0.8718031644821167","0.8918098211288452","330.5","330","331","0.9133852124214172","0.9046099185943604","0.9221605062484741","330.5","330","331","0.8858484625816345","0.8765432834625244","0.8951536417007446"
"111","556.5","555","558","0.7730924785137177","0.725534200668335","0.8194622993469238","556.5","555","558","0.6383020430803299","0.5955761671066284","0.6966874003410339","556.5","555","558","0.7255478948354721","0.6896090507507324","0.7551440596580505","333.5","333","334","0.8783358335494995","0.870312511920929","0.8863591551780701","333.5","333","334","0.9157444834709167","0.9036818742752075","0.927807092666626","333.5","333","334","0.9100777208805084","0.9019097685813904","0.9182456731796265"
"112","561.5","560","563","0.7366043478250504","0.709224283695221","0.7801688313484192","561.5","560","563","0.6311919242143631","0.5794055461883545","0.6654691100120544","561.5","560","563","0.7486730068922043","0.6990385055541992","0.7872146368026733","336.5","336","337","0.9017572999000549","0.8872272372245789","0.916287362575531","336.5","336","337","0.9076781868934631","0.892096221446991","0.9232601523399353","336.5","336","337","0.8853153586387634","0.8636398315429688","0.9069908857345581"
"113","566.5","565","568","0.7728672921657562","0.7126789093017578","0.81954026222229","566.5","565","568","0.6523511707782745","0.6016864776611328","0.6895424723625183","566.5","565","568","0.7769174724817276","0.6791666746139526","0.8498873710632324","339.5","339","340","0.8874792754650116","0.8722990155220032","0.90265953540802","339.5","339","340","0.91846564412117","0.894444465637207","0.9424868226051331","339.5","339","340","0.8858730792999268","0.8597285747528076","0.9120175838470459"
"114","571.5","570","573","0.768012523651123","0.7377036809921265","0.8016771078109741","571.5","570","573","0.6818106025457382","0.6566449403762817","0.7208588719367981","571.5","570","573","0.7515767961740494","0.7219239473342896","0.7664608955383301","342.5","342","343","0.8833523094654083","0.8715171813964844","0.8951874375343323","342.5","342","343","0.8913115561008453","0.8696925044059753","0.9129306077957153","342.5","342","343","0.9196239113807678","0.9185917377471924","0.9206560850143433"
"115","576.5","575","578","0.7730444967746735","0.7430998086929321","0.7995495796203613","576.5","575","578","0.6465691328048706","0.6040160655975342","0.6692546606063843","576.5","575","578","0.7449649423360825","0.7223290801048279","0.759381890296936","345.5","345","346","0.8793069124221802","0.874193549156189","0.8844202756881714","345.5","345","346","0.9342874884605408","0.914130449295044","0.9544445276260376","345.5","345","346","0.9032086431980133","0.898717999458313","0.9076992869377136"
"116","581.5","580","583","0.7916913330554962","0.7545731663703918","0.8530611991882324","581.5","580","583","0.6826117187738419","0.6234567761421204","0.7342404127120972","581.5","580","583","0.7667930573225021","0.7329977750778198","0.7808642387390137","348.5","348","349","0.880076140165329","0.8584228754043579","0.9017294049263","348.5","348","349","0.9474997818470001","0.9176587462425232","0.977340817451477","348.5","348","349","0.8990857005119324","0.8749504089355469","0.9232209920883179"
"117","586.5","585","588","0.8013989627361298","0.7472223043441772","0.839662492275238","586.5","585","588","0.685846745967865","0.6666666269302368","0.7060878276824951","586.5","585","588","0.7998393326997757","0.7711329460144043","0.8276689052581787","351.5","351","352","0.8868698477745056","0.8756140470504761","0.8981256484985352","351.5","351","352","0.938297837972641","0.9193262457847595","0.9572694301605225","351.5","351","352","0.9213597178459167","0.913421094417572","0.9292983412742615"
"118","591.5","590","593","0.8123368173837662","0.7733122706413269","0.8389261960983276","591.5","590","593","0.6893007308244705","0.6691918969154358","0.7067741751670837","591.5","590","593","0.8082922697067261","0.7654762268066406","0.8504565954208374","354.5","354","355","0.9045030176639557","0.9005830883979797","0.9084229469299316","354.5","354","355","0.9254043698310852","0.9218971729278564","0.928911566734314","354.5","354","355","0.9039768278598785","0.8971380591392517","0.9108155965805054"
"119","596.5","595","598","0.8101404905319214","0.7822580933570862","0.8260869383811951","596.5","595","598","0.7023969739675522","0.630403995513916","0.7402336001396179","596.5","595","598","0.8182288855314255","0.7598393559455872","0.8963963985443115","357.5","357","358","0.8883261382579803","0.8580755591392517","0.918576717376709","357.5","357","358","0.9516861140727997","0.9475937485694885","0.9557784795761108","357.5","357","358","0.9078146517276764","0.902430534362793","0.9131987690925598"
"120","601.5","600","603","0.799227774143219","0.7439490556716919","0.8253164887428284","601.5","600","603","0.6725118607282639","0.6364891529083252","0.7268816828727722","601.5","600","603","0.7778250724077225","0.7311181426048279","0.8012820482254028","360.5","360","361","0.9074097871780396","0.9041666984558105","0.9106528759002686","360.5","360","361","0.9530860781669617","0.936347484588623","0.9698246717453003","360.5","360","361","0.9388317167758942","0.9280142188072205","0.9496492147445679"
"121","606.5","605","608","0.8177157938480377","0.7742919921875","0.8578556776046753","606.5","605","608","0.7066149711608887","0.659583330154419","0.7323107719421387","606.5","605","608","0.8112495094537735","0.7641935348510742","0.855555534362793","363.5","363","364","0.9225911498069763","0.9064103364944458","0.9387719631195068","363.5","363","364","0.9351157248020172","0.9314035773277283","0.9388278722763062","363.5","363","364","0.9166505038738251","0.9045289754867554","0.9287720322608948"
"122","611.5","610","613","0.8057549893856049","0.7916666865348816","0.8173202872276306","611.5","610","613","0.7059903740882874","0.6446921229362488","0.7622863054275513","611.5","610","613","0.8276800215244293","0.808012843132019","0.8497806787490845","366.5","366","367","0.9045324921607971","0.8892732858657837","0.9197916984558105","366.5","366","367","0.9247506856918335","0.9234375357627869","0.9260638356208801","366.5","366","367","0.9283166229724884","0.9213541746139526","0.9352790713310242"
"123","616.5","615","618","0.8327244222164154","0.8150104284286499","0.8473117351531982","616.5","615","618","0.6920614242553711","0.6277120113372803","0.7579268217086792","616.5","615","618","0.8116315305233002","0.7949461936950684","0.8312236070632935","369.5","369","370","0.8986113667488098","0.8910527229309082","0.9061700105667114","369.5","369","370","0.955683559179306","0.9452381134033203","0.9661290049552917","369.5","369","370","0.9080348908901215","0.9071930050849915","0.9088767766952515"
"124","621.5","620","623","0.860431507229805","0.8034188747406006","0.9242825508117676","621.5","620","623","0.7307006120681763","0.6507246494293213","0.7957806587219238","621.5","620","623","0.8343998938798904","0.779321014881134","0.8910000324249268","372.5","372","373","0.8717457056045532","0.8433159589767456","0.9001754522323608","372.5","372","373","0.9809225797653198","0.9721015095710754","0.9897436499595642","372.5","372","373","0.9324442446231842","0.9237594604492188","0.9411290287971497"
"125","626.5","625","628","0.8212279379367828","0.7696077823638916","0.8614583611488342","626.5","625","628","0.7095499187707901","0.6671907901763916","0.7745161056518555","626.5","625","628","0.8482786118984222","0.7958056926727295","0.8908450603485107","375.5","375","376","0.9044675230979919","0.8912186622619629","0.917716383934021","375.5","375","376","0.9449325203895569","0.9425499439239502","0.9473150968551636","375.5","375","376","0.9482300877571106","0.936347484588623","0.9601126909255981"
"126","631.5","630","633","0.8686512559652328","0.8419355154037476","0.9082207083702087","631.5","630","633","0.7456419914960861","0.7123655676841736","0.7843201160430908","631.5","630","633","0.8374985903501511","0.7751655578613281","0.8873287439346313","378.5","378","379","0.9151939153671265","0.9031233787536621","0.9272644519805908","378.5","378","379","0.9411553144454956","0.9274193048477173","0.9548913240432739","378.5","378","379","0.9322867393493652","0.9148550629615784","0.9497184157371521"
"127","636.5","635","638","0.8553735166788101","0.8429487943649292","0.873379647731781","636.5","635","638","0.7298277169466019","0.7131578922271729","0.7592105269432068","636.5","635","638","0.8414920419454575","0.803983211517334","0.8877933621406555","381.5","381","382","0.9185214042663574","0.917697548866272","0.9193452596664429","381.5","381","382","0.9329009354114532","0.930442214012146","0.9353596568107605","381.5","381","382","0.9260646998882294","0.9227890968322754","0.9293403029441833"
"128","641.5","640","643","0.891361340880394","0.8639066219329834","0.9131346940994263","641.5","640","643","0.7404585480690002","0.6918238997459412","0.8020169734954834","641.5","640","643","0.8590815663337708","0.821677565574646","0.9008889198303223","384.5","384","385","0.9111202359199524","0.8995488882064819","0.9226915836334229","384.5","384","385","0.9517103731632233","0.939007043838501","0.9644137024879456","384.5","384","385","0.9170113503932953","0.8985815048217773","0.9354411959648132"
"129","646.5","645","648","0.867326632142067","0.8265981674194336","0.9082207083702087","646.5","645","648","0.7241549491882324","0.7128692269325256","0.7360248565673828","646.5","645","648","0.8587155640125275","0.8371964693069458","0.8924349546432495","387.5","387","388","0.9460377395153046","0.917881965637207","0.9741935133934021","387.5","387","388","0.9559149742126465","0.9535842537879944","0.9582456946372986","387.5","387","388","0.9561318159103394","0.9486111402511597","0.963652491569519"
"130","651.5","650","653","0.8522332906723022","0.8246187567710876","0.9169811010360718","651.5","650","653","0.7366170585155487","0.6922996044158936","0.7787601351737976","651.5","650","653","0.8604027479887009","0.7890322208404541","0.914977490901947","390.5","390","391","0.9261956512928009","0.9242907762527466","0.9281005263328552","390.5","390","391","0.9679851531982422","0.9601852893829346","0.9757850170135498","390.5","390","391","0.9778486788272858","0.9747191071510315","0.98097825050354"
"131","656.5","655","658","0.8906342387199402","0.8629754781723022","0.906531572341919","656.5","655","658","0.7509567141532898","0.7127882242202759","0.7762054204940796","656.5","655","658","0.871679812669754","0.8295454382896423","0.9108108282089233","393.5","393","394","0.9108209908008575","0.9019927978515625","0.9196491837501526","393.5","393","394","0.9370647370815277","0.9295679926872253","0.9445614814758301","393.5","393","394","0.945281982421875","0.9417544007301331","0.9488095641136169"
"132","661.5","660","663","0.8646718561649323","0.8398550748825073","0.8913753032684326","661.5","660","663","0.7349405437707901","0.6474522352218628","0.7831034064292908","661.5","660","663","0.8474018275737762","0.8263101577758789","0.8719178438186646","396.5","396","397","0.9285949170589447","0.9018707275390625","0.9553191065788269","396.5","396","397","0.9393615126609802","0.9284722805023193","0.9502507448196411","396.5","396","397","0.9306334257125854","0.9192708730697632","0.9419959783554077"
"133","666.5","665","668","0.9007891267538071","0.8542793393135071","0.9355555772781372","666.5","665","668","0.7460791766643524","0.7240853309631348","0.7656600475311279","666.5","665","668","0.8693245649337769","0.8369565606117249","0.9278523921966553","399.5","399","400","0.9282437860965729","0.9147118330001831","0.9417757391929626","399.5","399","400","0.9656644463539124","0.9638596773147583","0.9674692153930664","399.5","399","400","0.9407749474048615","0.9287720918655396","0.9527778029441833"
"134","671.5","670","673","0.8731714636087418","0.8422818779945374","0.9088888764381409","671.5","670","673","0.7686167061328888","0.7636865377426147","0.7712419033050537","671.5","670","673","0.8668747097253799","0.8435483574867249","0.9067329168319702","402.5","402","403","0.9501513242721558","0.9293348789215088","0.9709677696228027","402.5","402","403","0.945974737405777","0.9209219813346863","0.9710274934768677","402.5","402","403","0.9604770541191101","0.9573016166687012","0.963652491569519"
"135","676.5","675","678","0.9118647575378418","0.896532416343689","0.9238095283508301","676.5","675","678","0.8136283457279205","0.7853249311447144","0.8411949872970581","676.5","675","678","0.9001680314540863","0.8717532157897949","0.9340527653694153","405.5","405","406","0.9339997172355652","0.9250916242599487","0.9429078102111816","405.5","405","406","0.9630269110202789","0.9563406109809875","0.9697132110595703","405.5","405","406","0.9315972626209259","0.9215278029441833","0.9416667222976685"
"136","681.5","680","683","0.8865998089313507","0.8463440537452698","0.9166666269302368","681.5","680","683","0.7478131055831909","0.6774747371673584","0.7884289026260376","681.5","680","683","0.8953515142202377","0.8706401586532593","0.9091954231262207","408.5","408","409","0.9259820878505707","0.9198588132858276","0.9321053624153137","408.5","408","409","0.9149612784385681","0.9104037284851074","0.9195188283920288","408.5","408","409","0.9549548327922821","0.949259340763092","0.9606503248214722"
"137","686.5","685","688","0.9026341438293457","0.864801824092865","0.9365516901016235","686.5","685","688","0.7985741347074509","0.7800424695014954","0.8158009052276611","686.5","685","688","0.8895537704229355","0.8778153657913208","0.8970917463302612","411.5","411","412","0.9556094408035278","0.9332098960876465","0.9780089855194092","411.5","411","412","0.9514873921871185","0.9474014043807983","0.9555733799934387","411.5","411","412","0.9759754538536072","0.9668499231338501","0.9851009845733643"
"138","691.5","690","693","0.924807533621788","0.880089521408081","0.9714765548706055","691.5","690","693","0.7831813395023346","0.76341712474823","0.8030591011047363","691.5","690","693","0.8891757130622864","0.8653333187103271","0.9014639854431152","414.5","414","415","0.9408328831195831","0.9228938221931458","0.9587719440460205","414.5","414","415","0.9851378202438354","0.9829229116439819","0.987352728843689","414.5","414","415","0.9757477641105652","0.9676245450973511","0.9838709831237793"
"139","696.5","695","698","0.9413438886404037","0.9149184226989746","0.9604761600494385","696.5","695","698","0.8049020171165466","0.7839912176132202","0.8445205688476562","696.5","695","698","0.9178145974874496","0.8790509700775146","0.9498817920684814","417.5","417","418","0.9611413478851318","0.9472826719284058","0.9750000238418579","417.5","417","418","0.9676207304000854","0.9664815664291382","0.9687598943710327","417.5","417","418","0.9531733095645905","0.9338828325271606","0.9724637866020203"
